CHARACTER_PK,STATUS_TYPE,VALUE,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
77430,AGI,3006,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77430,INT,3012,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77430,WIS,3008,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77430,FTN,3009,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77431,HP,3100,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77431,MP,3101,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77431,SP,3102,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77431,STR,3113,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77431,VIT,3107,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77431,DEX,3105,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77431,AGI,3106,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77431,INT,3112,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77431,WIS,3108,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77431,FTN,3109,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77459,HP,3200,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77459,MP,3201,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77459,SP,3202,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77459,STR,3213,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77459,VIT,3207,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77459,DEX,3205,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77459,AGI,3206,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77459,INT,3212,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77459,WIS,3208,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77459,FTN,3209,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77460,HP,3300,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77460,MP,3301,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77460,SP,3302,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77460,STR,3313,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77460,VIT,3307,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77460,DEX,3305,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77460,AGI,3306,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77460,INT,3312,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77460,WIS,3308,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77460,FTN,3309,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77461,HP,3400,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77461,MP,3401,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77461,SP,3402,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77461,STR,3413,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77461,VIT,3407,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77461,DEX,3405,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77461,AGI,3406,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77461,INT,3412,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77461,WIS,3408,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77461,FTN,3409,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77462,HP,3500,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77462,MP,3501,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77462,SP,3502,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
77462,STR,3513,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77462,VIT,3507,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77462,DEX,3505,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77462,AGI,3506,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77462,INT,3512,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
77462,WIS,3508,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
77462,FTN,3509,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78141,HP,3600,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78141,MP,3601,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78141,SP,3602,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78141,STR,3613,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78141,VIT,3607,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78141,DEX,3605,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78141,AGI,3606,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78141,INT,3612,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78141,WIS,3608,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78141,FTN,3609,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78142,HP,3700,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78142,MP,3701,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78142,SP,3702,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78142,STR,3713,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78142,VIT,3707,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78142,DEX,3705,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78142,AGI,3706,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78142,INT,3712,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78142,WIS,3708,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78142,FTN,3709,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78143,HP,3800,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78143,MP,3801,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78143,SP,3802,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78143,STR,3813,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78143,VIT,3807,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78143,DEX,3805,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78143,AGI,3806,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78143,INT,3812,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78143,WIS,3808,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78143,FTN,3809,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78144,HP,3900,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78144,MP,3901,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78144,SP,3902,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
78144,STR,3913,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78144,VIT,3907,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78144,DEX,3905,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78144,AGI,3906,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78144,INT,3912,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
78144,WIS,3908,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
78144,FTN,3909,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9001,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9001,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9001,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9001,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9001,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9001,DEX,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9001,AGI,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9001,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9001,WIS,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9001,FTN,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9002,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9002,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9002,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9002,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9002,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9002,DEX,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9002,AGI,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9002,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9002,WIS,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9002,FTN,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9003,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9003,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9003,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9003,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9003,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9003,DEX,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9003,AGI,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9003,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9003,WIS,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9003,FTN,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9004,HP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9004,MP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9004,SP,999,step03,2026-07-15T22:18:56.699,step07,2026-07-15T22:19:00.590
9004,STR,1009,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9004,VIT,1002,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9004,DEX,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9004,AGI,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9004,INT,1004,step03,2026-07-15T22:18:56.699,step05,2026-07-15T22:18:58.892
9004,WIS,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
9004,FTN,999,step03,2026-07-15T22:18:56.699,step03,2026-07-15T22:18:56.699
